@relation SISPPAFUT
@attribute qEquiposLiga numeric
@attribute mes numeric
@attribute Local_PosLiga numeric
@attribute Local_Pts numeric
@attribute Local {True, False}
@attribute Local_PosRankMund numeric
@attribute Local_qExpulsados numeric
@attribute Local_qSuspendidos numeric
@attribute Local_GolesAnotados numeric
@attribute Local_GolesEncajados numeric
@attribute Local_PromEdad real
@attribute Local_qPartidosMes numeric
@attribute Visita_PosLiga numeric
@attribute Visita_Pts numeric
@attribute Visita {True, False}
@attribute Visita_PosRankMund numeric
@attribute Visita_qExpulsados numeric
@attribute Visita_qSuspendidos numeric
@attribute Visita_GolesAnotados numeric
@attribute Visita_GolesEncajados numeric
@attribute Visita_PromEdad real
@attribute Visita_qPartidosMes numeric
@attribute resultado {L, E, V}
@data
20,2,10,1,True,85,0,3,3,12,28.181818,4,17,3,False,321,0,2,3,7,30.000000,4,?
20,2,3,12,True,14,0,1,11,7,29.636363,4,18,5,False,391,0,0,5,8,28.545454,4,?
20,2,20,4,True,255,0,1,5,11,27.727272,4,12,4,False,321,0,1,5,11,29.000000,4,?
20,2,2,10,True,3,0,2,9,6,27.454545,4,19,3,False,391,0,3,4,8,29.090909,4,?
20,2,16,4,True,391,0,2,5,8,32.636363,4,5,9,False,255,0,3,10,5,26.727272,4,?
20,2,9,6,True,391,0,2,10,7,28.454545,4,11,6,False,294,0,5,8,8,28.636363,4,?
20,2,11,6,True,294,0,5,8,8,28.636363,4,1,15,False,2,0,0,16,2,29.090909,4,?
20,2,6,10,True,279,0,3,9,4,27.272727,4,4,11,False,16,2,0,6,2,31.090909,4,?
20,2,14,10,True,391,0,2,8,4,28.727272,4,15,12,False,349,0,0,6,6,28.090909,4,?
20,2,8,4,True,18,0,3,4,7,28.909090,4,7,10,False,42,0,2,12,8,29.909090,4,?
20,2,13,3,True,391,1,4,4,12,31.545454,4,10,1,False,85,0,3,3,12,28.181818,4,?
20,2,17,3,True,321,0,2,3,7,30.000000,4,3,12,False,14,0,1,11,7,29.636363,4,?
20,2,18,5,True,391,0,0,5,8,28.545454,4,20,4,False,255,0,1,5,11,27.727272,4,?
20,2,12,4,True,321,0,1,5,11,29.000000,4,2,10,False,3,0,2,9,6,27.454545,4,?
20,2,19,3,True,391,0,3,4,8,29.090909,4,16,4,False,391,0,2,5,8,32.636363,4,?
20,2,5,9,True,255,0,3,10,5,26.727272,4,9,6,False,391,0,2,10,7,28.454545,4,?
20,3,4,11,True,33,2,0,6,2,31.090909,5,1,15,False,2,0,0,16,2,29.090909,4,?
20,3,15,12,True,342,0,0,6,6,28.090909,4,6,10,False,278,0,3,9,4,27.272727,4,?
20,3,7,10,True,32,0,2,12,8,29.909090,4,14,10,False,388,0,2,8,4,28.727272,4,?
20,3,10,1,True,92,0,3,3,12,28.181818,4,8,4,False,29,0,3,4,7,28.909090,4,?
20,3,3,12,True,10,0,1,11,7,29.636363,4,13,3,False,388,1,4,4,12,31.545454,4,?
20,3,20,4,True,249,0,1,5,11,27.727272,4,17,3,False,342,0,2,3,7,30.000000,5,?
20,3,2,10,True,3,0,2,9,6,27.454545,4,18,5,False,388,0,0,5,8,28.545454,4,?
20,3,16,4,True,320,0,2,5,8,32.636363,4,12,4,False,303,0,1,5,11,29.000000,4,?
20,3,9,6,True,388,0,2,10,7,28.454545,4,19,3,False,388,0,3,4,8,29.090909,4,?
20,3,5,9,True,278,0,3,10,5,26.727272,4,11,6,False,278,0,5,8,8,28.636363,4,?
20,3,11,6,True,278,0,5,8,8,28.636363,5,4,11,False,33,2,0,6,2,31.090909,5,?
20,3,1,15,True,2,0,0,16,2,29.090909,5,15,12,False,342,0,0,6,6,28.090909,5,?
20,3,6,10,True,278,0,3,9,4,27.272727,5,7,10,False,32,0,2,12,8,29.909090,5,?
20,3,14,10,True,388,0,2,8,4,28.727272,5,10,1,False,92,0,3,3,12,28.181818,5,?
20,3,8,4,True,29,0,3,4,7,28.909090,5,3,12,False,10,0,1,11,7,29.636363,5,?
20,3,13,3,True,388,1,4,4,12,31.545454,5,20,4,False,249,0,1,5,11,27.727272,5,?
20,3,17,3,True,342,0,2,3,7,30.000000,5,2,10,False,3,0,2,9,6,27.454545,5,?
20,3,18,5,True,388,0,0,5,8,28.545454,5,16,4,False,320,0,2,5,8,32.636363,5,?
20,3,12,4,True,303,0,1,5,11,29.000000,5,9,6,False,388,0,2,10,7,28.454545,5,?
20,3,19,3,True,388,0,3,4,8,29.090909,5,5,9,False,278,0,3,10,5,26.727272,5,?
20,3,15,12,True,342,0,0,6,6,28.090909,5,4,11,False,33,2,0,6,2,31.090909,5,?
20,3,7,10,True,32,0,2,12,8,29.909090,5,1,15,False,2,0,0,16,2,29.090909,5,?
20,3,10,1,True,92,0,3,3,12,28.181818,5,6,10,False,278,0,3,9,4,27.272727,5,?
20,3,3,12,True,10,0,1,11,7,29.636363,5,14,10,False,388,0,2,8,4,28.727272,5,?
20,3,20,4,True,249,0,1,5,11,27.727272,5,8,4,False,29,0,3,4,7,28.909090,5,?
20,3,2,10,True,3,0,2,9,6,27.454545,5,13,3,False,388,1,4,4,12,31.545454,5,?
20,3,16,4,True,320,0,2,5,8,32.636363,5,17,3,False,342,0,2,3,7,30.000000,5,?
20,3,9,6,True,388,0,2,10,7,28.454545,5,18,5,False,388,0,0,5,8,28.545454,5,?
20,3,5,9,True,278,0,3,10,5,26.727272,5,12,4,False,303,0,1,5,11,29.000000,5,?
20,3,19,3,True,388,0,3,4,8,29.090909,5,11,6,False,278,0,5,8,8,28.636363,5,?
20,3,11,6,True,278,0,5,8,8,28.636363,5,15,12,False,342,0,0,6,6,28.090909,5,?
20,3,4,11,True,33,2,0,6,2,31.090909,5,7,10,False,32,0,2,12,8,29.909090,5,?
20,3,1,15,True,2,0,0,16,2,29.090909,5,10,1,False,92,0,3,3,12,28.181818,5,?
20,3,6,10,True,278,0,3,9,4,27.272727,5,3,12,False,10,0,1,11,7,29.636363,5,?
20,3,14,10,True,388,0,2,8,4,28.727272,5,20,4,False,249,0,1,5,11,27.727272,5,?
20,3,8,4,True,29,0,3,4,7,28.909090,5,2,10,False,3,0,2,9,6,27.454545,5,?
20,3,13,3,True,388,1,4,4,12,31.545454,5,16,4,False,320,0,2,5,8,32.636363,5,?
20,3,17,3,True,342,0,2,3,7,30.000000,5,9,6,False,388,0,2,10,7,28.454545,5,?
20,3,18,5,True,388,0,0,5,8,28.545454,5,5,9,False,278,0,3,10,5,26.727272,5,?
20,3,12,4,True,303,0,1,5,11,29.000000,5,19,3,False,388,0,3,4,8,29.090909,5,?
20,4,7,10,True,39,0,2,12,8,29.909090,3,15,12,False,303,0,0,6,6,28.090909,3,?
20,4,10,1,True,103,0,3,3,12,28.181818,3,4,11,False,48,2,0,6,2,31.090909,3,?
20,4,3,12,True,7,0,1,11,7,29.636363,3,1,15,False,1,0,0,16,2,29.090909,3,?
20,4,20,4,True,270,0,1,5,11,27.727272,3,6,10,False,258,0,3,9,4,27.272727,3,?
20,4,2,10,True,2,0,2,9,6,27.454545,3,14,10,False,323,0,2,8,4,28.727272,3,?
20,4,16,4,True,390,0,2,5,8,32.636363,3,8,4,False,59,0,3,4,7,28.909090,3,?
20,4,9,6,True,390,0,2,10,7,28.454545,3,13,3,False,390,1,4,4,12,31.545454,3,?
20,4,5,9,True,344,0,3,10,5,26.727272,3,17,3,False,369,0,2,3,7,30.000000,3,?
20,4,19,3,True,390,0,3,4,8,29.090909,3,18,5,False,390,0,0,5,8,28.545454,3,?
20,4,12,4,True,258,0,1,5,11,29.000000,3,11,6,False,303,0,5,8,8,28.636363,3,?
20,4,11,6,True,303,0,5,8,8,28.636363,3,7,10,False,39,0,2,12,8,29.909090,3,?
20,4,15,12,True,303,0,0,6,6,28.090909,3,10,1,False,103,0,3,3,12,28.181818,3,?
20,4,4,11,True,48,2,0,6,2,31.090909,3,3,12,False,7,0,1,11,7,29.636363,3,?
20,4,1,15,True,1,0,0,16,2,29.090909,3,20,4,False,270,0,1,5,11,27.727272,3,?
20,4,6,10,True,258,0,3,9,4,27.272727,3,2,10,False,2,0,2,9,6,27.454545,3,?
20,4,14,10,True,323,0,2,8,4,28.727272,3,16,4,False,390,0,2,5,8,32.636363,3,?
20,4,8,4,True,59,0,3,4,7,28.909090,3,9,6,False,390,0,2,10,7,28.454545,3,?
20,4,13,3,True,390,1,4,4,12,31.545454,3,5,9,False,344,0,3,10,5,26.727272,3,?
20,4,17,3,True,369,0,2,3,7,30.000000,3,19,3,False,390,0,3,4,8,29.090909,3,?
20,4,18,5,True,390,0,0,5,8,28.545454,3,12,4,False,258,0,1,5,11,29.000000,3,?
20,4,10,1,True,103,0,3,3,12,28.181818,3,7,10,False,39,0,2,12,8,29.909090,3,?
20,4,3,12,True,7,0,1,11,7,29.636363,3,15,12,False,303,0,0,6,6,28.090909,3,?
20,4,20,4,True,270,0,1,5,11,27.727272,3,4,11,False,48,2,0,6,2,31.090909,3,?
20,4,2,10,True,2,0,2,9,6,27.454545,3,1,15,False,1,0,0,16,2,29.090909,3,?
20,4,16,4,True,390,0,2,5,8,32.636363,3,6,10,False,258,0,3,9,4,27.272727,3,?
20,4,9,6,True,390,0,2,10,7,28.454545,3,14,10,False,323,0,2,8,4,28.727272,3,?
20,4,5,9,True,344,0,3,10,5,26.727272,3,8,4,False,59,0,3,4,7,28.909090,3,?
20,4,19,3,True,390,0,3,4,8,29.090909,3,13,3,False,390,1,4,4,12,31.545454,3,?
20,4,12,4,True,258,0,1,5,11,29.000000,3,17,3,False,369,0,2,3,7,30.000000,3,?
20,4,18,5,True,390,0,0,5,8,28.545454,3,11,6,False,303,0,5,8,8,28.636363,3,?
20,4,11,6,True,303,0,5,8,8,28.636363,3,10,1,False,103,0,3,3,12,28.181818,3,?
20,4,7,10,True,39,0,2,12,8,29.909090,3,3,12,False,7,0,1,11,7,29.636363,3,?
20,4,15,12,True,303,0,0,6,6,28.090909,3,20,4,False,270,0,1,5,11,27.727272,3,?
20,4,4,11,True,48,2,0,6,2,31.090909,3,2,10,False,2,0,2,9,6,27.454545,3,?
20,4,1,15,True,1,0,0,16,2,29.090909,3,16,4,False,390,0,2,5,8,32.636363,3,?
20,4,6,10,True,258,0,3,9,4,27.272727,3,9,6,False,390,0,2,10,7,28.454545,3,?
20,4,14,10,True,323,0,2,8,4,28.727272,3,5,9,False,344,0,3,10,5,26.727272,3,?
20,4,8,4,True,59,0,3,4,7,28.909090,3,19,3,False,390,0,3,4,8,29.090909,3,?
20,4,13,3,True,390,1,4,4,12,31.545454,3,12,4,False,258,0,1,5,11,29.000000,3,?
20,4,17,3,True,369,0,2,3,7,30.000000,3,18,5,False,390,0,0,5,8,28.545454,3,?
20,5,3,12,True,6,0,1,11,7,29.636363,4,10,1,False,113,0,3,3,12,28.181818,4,?
20,5,20,4,True,292,0,1,5,11,27.727272,4,7,10,False,52,0,2,12,8,29.909090,4,?
20,5,2,10,True,2,0,2,9,6,27.454545,4,15,12,False,352,0,0,6,6,28.090909,4,?
20,5,16,4,True,330,0,2,5,8,32.636363,4,4,11,False,49,2,0,6,2,31.090909,4,?
20,5,9,6,True,398,0,2,10,7,28.454545,4,1,15,False,1,0,0,16,2,29.090909,4,?
20,5,5,9,True,352,0,3,10,5,26.727272,4,6,10,False,246,0,3,9,4,27.272727,4,?
20,5,19,3,True,352,0,3,4,8,29.090909,4,14,10,False,305,0,2,8,4,28.727272,4,?
20,5,12,4,True,246,0,1,5,11,29.000000,4,8,4,False,71,0,3,4,7,28.909090,4,?
20,5,18,5,True,352,0,0,5,8,28.545454,4,13,3,False,398,1,4,4,12,31.545454,4,?
20,5,17,3,True,305,0,2,3,7,30.000000,4,11,6,False,376,0,5,8,8,28.636363,4,?
20,5,11,6,True,376,0,5,8,8,28.636363,4,3,12,False,6,0,1,11,7,29.636363,4,?
20,5,10,1,True,113,0,3,3,12,28.181818,4,20,4,False,292,0,1,5,11,27.727272,4,?
20,5,7,10,True,52,0,2,12,8,29.909090,4,2,10,False,2,0,2,9,6,27.454545,4,?
20,5,15,12,True,352,0,0,6,6,28.090909,4,16,4,False,330,0,2,5,8,32.636363,4,?
20,5,4,11,True,49,2,0,6,2,31.090909,4,9,6,False,398,0,2,10,7,28.454545,4,?
20,5,1,15,True,1,0,0,16,2,29.090909,4,5,9,False,352,0,3,10,5,26.727272,4,?
20,5,6,10,True,246,0,3,9,4,27.272727,4,19,3,False,352,0,3,4,8,29.090909,4,?
20,5,14,10,True,305,0,2,8,4,28.727272,4,12,4,False,246,0,1,5,11,29.000000,4,?
20,5,8,4,True,71,0,3,4,7,28.909090,4,18,5,False,352,0,0,5,8,28.545454,4,?
20,5,13,3,True,398,1,4,4,12,31.545454,4,17,3,False,305,0,2,3,7,30.000000,4,?
20,5,20,4,True,292,0,1,5,11,27.727272,4,3,12,False,6,0,1,11,7,29.636363,4,?
20,5,2,10,True,2,0,2,9,6,27.454545,4,10,1,False,113,0,3,3,12,28.181818,4,?
20,5,16,4,True,330,0,2,5,8,32.636363,4,7,10,False,52,0,2,12,8,29.909090,4,?
20,5,9,6,True,398,0,2,10,7,28.454545,4,15,12,False,352,0,0,6,6,28.090909,4,?
20,5,5,9,True,352,0,3,10,5,26.727272,4,4,11,False,49,2,0,6,2,31.090909,4,?
20,5,19,3,True,352,0,3,4,8,29.090909,4,1,15,False,1,0,0,16,2,29.090909,4,?
20,5,12,4,True,246,0,1,5,11,29.000000,4,6,10,False,246,0,3,9,4,27.272727,4,?
20,5,18,5,True,352,0,0,5,8,28.545454,4,14,10,False,305,0,2,8,4,28.727272,4,?
20,5,17,3,True,305,0,2,3,7,30.000000,4,8,4,False,71,0,3,4,7,28.909090,4,?
20,5,13,3,True,398,1,4,4,12,31.545454,4,11,6,False,376,0,5,8,8,28.636363,4,?
20,5,20,4,True,292,0,1,5,11,27.727272,5,11,6,False,376,0,5,8,8,28.636363,5,?
20,5,3,12,True,6,0,1,11,7,29.636363,5,2,10,False,2,0,2,9,6,27.454545,5,?
20,5,10,1,True,113,0,3,3,12,28.181818,5,16,4,False,330,0,2,5,8,32.636363,5,?
20,5,7,10,True,52,0,2,12,8,29.909090,5,9,6,False,398,0,2,10,7,28.454545,5,?
20,5,15,12,True,352,0,0,6,6,28.090909,5,5,9,False,352,0,3,10,5,26.727272,5,?
20,5,4,11,True,49,2,0,6,2,31.090909,5,19,3,False,352,0,3,4,8,29.090909,5,?
20,5,1,15,True,1,0,0,16,2,29.090909,5,12,4,False,246,0,1,5,11,29.000000,5,?
20,5,6,10,True,246,0,3,9,4,27.272727,5,18,5,False,352,0,0,5,8,28.545454,5,?
20,5,14,10,True,305,0,2,8,4,28.727272,5,17,3,False,305,0,2,3,7,30.000000,5,?
20,5,8,4,True,71,0,3,4,7,28.909090,5,13,3,False,398,1,4,4,12,31.545454,5,?
20,5,2,10,True,2,0,2,9,6,27.454545,5,20,4,False,292,0,1,5,11,27.727272,5,?
20,5,16,4,True,330,0,2,5,8,32.636363,5,3,12,False,6,0,1,11,7,29.636363,5,?
20,5,9,6,True,398,0,2,10,7,28.454545,5,10,1,False,113,0,3,3,12,28.181818,5,?
20,5,5,9,True,352,0,3,10,5,26.727272,5,7,10,False,52,0,2,12,8,29.909090,5,?
20,5,19,3,True,352,0,3,4,8,29.090909,5,15,12,False,352,0,0,6,6,28.090909,5,?
20,5,12,4,True,246,0,1,5,11,29.000000,5,4,11,False,49,2,0,6,2,31.090909,5,?
20,5,18,5,True,352,0,0,5,8,28.545454,5,1,15,False,1,0,0,16,2,29.090909,5,?
20,5,17,3,True,305,0,2,3,7,30.000000,5,6,10,False,246,0,3,9,4,27.272727,5,?
20,5,13,3,True,398,1,4,4,12,31.545454,5,14,10,False,305,0,2,8,4,28.727272,5,?
20,5,11,6,True,376,0,5,8,8,28.636363,5,8,4,False,71,0,3,4,7,28.909090,5,?
